Gene	Panel
FHL1	Cardiac_SureSelect_All_Regions_forCoverageBed
FHL1	FE_Cardiac_SureSelect_hg19_coverage
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
FHL1	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
FHL1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
FHL2	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FIG4	IPN_All_ROIs_Regions_forCoverageBed
FIG4	FE_IPN_SureSelect_hg19_coverage
FIG4	IPN_SureSelect_V1_Regions_forCoverageBed
FIG4	IPN-Ext_QXT
FIG4	IPN-Ext_QXT_hg19_coverage
FIG4	IPN-Ext_QXT_hg19_coverage_overlap
FIG4	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
FKBP14	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
FKBP14	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
FKBP14	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
FKBP14	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
FKBP14	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
FKBP14	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
FKBP14	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
FKBP14	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
FKBP14	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
FKBP14	sub_RefSeq_-20+10_FE_ConnTissue_v1
FKTN	Cardiac_SureSelect_All_Regions_forCoverageBed
FKTN	FE_Cardiac_SureSelect_hg19_coverage
FKTN	FE_CHD_SureSelect_hg19_coverage
FKTN	HTG-20+10_hg19
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
FKTN	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FLCN	KR_TSC_flank20
FLNA	FE_Aortopathy_SureSelect_hg19_coverage
FLNA	FE_CHD_SureSelect_hg19_coverage
FLNA	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
FLNA	sub_RefSeq_-20+10_FE_adHoc_FLNA_v1
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_v4
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_v5
FLNA	sub_RefSeq_-20+10_FE_Aortopathy_v6
FLNA	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
FLNA	sub_RefSeq_-20+10_FE_AortopathyBAV_v2
FLNA	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_BAV_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
FLNA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
FLNA	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
FLNA	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FLNA	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
FLNA	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
FLNA	sub_RefSeq_-20+10_FE_ConnTissue_v1
FLNC	HTG-20+10_hg19
FLNC	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
FLNC	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
FLRT3	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
FMR1	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
FMR1	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
FMR1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
FMR1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
FMR1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
FMR1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
FMR1	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
FMR1	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2
FMR1	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2_ForCovAssessmentONLY
FMR1	sub_RefSeq_-20+10_FE_Overgrowth_v1
FMR1	sub_RefSeq_-20+10_FE_Overgrowth_v2
FMR1	sub_RefSeq_-20+10_FE_Overgrowth_v2_ForCovAssessmentONLY
FOXC1	FE_CHD_SureSelect_hg19_coverage
FOXC1	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
FOXC1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FOXE3	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v1
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_Stickler_v2
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_v4
FOXE3	sub_RefSeq_-20+10_FE_Aortopathy_v6
FOXE3	sub_RefSeq_-20+10_FE_AortopathyBAV_v1
FOXE3	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
FOXE3	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FOXG1	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
FOXH1	FE_CHD_SureSelect_hg19_coverage
FOXH1	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
FOXH1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FOXN1	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
FOXN1	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
FOXP3	sub_RefSeq_-20+10_FE_adHoc_AIRE_FOXP3_v1
FOXP3	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
FOXP3	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
FOXRED1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
FSHB	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
G6PC3	combined
G6PC3	FE_Breakage_SureSelect_hg19_coverage
G6PC3	IBMFS_SURESELECT
G6PC3	sub_RefSeq_-20+10_FE_IBMFS
GAA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
GAA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
GAA	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GABRA1	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
GABRB3	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
GAN	IPN_All_ROIs_Regions_forCoverageBed
GAN	FE_IPN_SureSelect_hg19_coverage
GAN	IPN_SureSelect_V1_Regions_forCoverageBed
GAN	IPN-Ext_QXT
GAN	IPN-Ext_QXT_hg19_coverage
GAN	IPN-Ext_QXT_hg19_coverage_overlap
GAN	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
GARS	IPN_All_ROIs_Regions_forCoverageBed
GARS	FE_IPN_SureSelect_hg19_coverage
GARS	IPN_SureSelect_V1_Regions_forCoverageBed
GARS	IPN-Ext_QXT
GARS	IPN-Ext_QXT_hg19_coverage
GARS	IPN-Ext_QXT_hg19_coverage_overlap
GARS	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
GATA1	combined
GATA1	IBMFS_SURESELECT
GATA1	sub_RefSeq_-20+10_FE_IBMFS
GATA2	combined
GATA2	FE_Breakage_SureSelect_hg19_coverage
GATA2	IBMFS_SURESELECT
GATA2	KR_TSC_flank20
GATA2	sub_RefSeq_-20+10_FE_IBMFS
GATA2	sub_RefSeq_-20+10_FE_ImmunologyPanel_v1
GATA2	sub_RefSeq_-20+10_FE_ImmunologyPanel+NF1ex27_v1
GATA3	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
GATA4	FE_CHD_SureSelect_hg19_coverage
GATA4	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
GATA4	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GATA4	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
GATA4	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
GATA4	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
GATA4	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
GATA4	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
GATA4	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
GATA4	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GATA6	FE_CHD_SureSelect_hg19_coverage
GATA6	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
GATA6	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GATA6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
GATA6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
GATA6	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
GATA6	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
GATA6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
GATA6	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
GATA6	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GATAD1	FE_CHD_SureSelect_hg19_coverage
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
GATAD1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GATAD2B	sub_RefSeq_-20+10_FE_Epilepsy_GOS_EIEE_72geneClone_Microcephaly_v1
GBE1	Cardiac_SureSelect_All_Regions_forCoverageBed
GBE1	FE_Cardiac_SureSelect_hg19_coverage
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
GBE1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GDAP1	IPN_All_ROIs_Regions_forCoverageBed
GDAP1	FE_IPN_SureSelect_hg19_coverage
GDAP1	IPN_SureSelect_V1_Regions_forCoverageBed
GDAP1	IPN-Ext_QXT
GDAP1	IPN-Ext_QXT_hg19_coverage
GDAP1	IPN-Ext_QXT_hg19_coverage_overlap
GDAP1	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
GDF1	FE_CHD_SureSelect_hg19_coverage
GDF1	sub_RefSeq_-20+10_FE_AortopathyBAV-CHD_v1
GDF1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GDF1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Breakage_v1
GDF1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
GDF1	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
GDF1	sub_RefSeq_-20+10_FE_Cardiac_CHD_Hypoparathy_microcep_noonan_CdLddx_v1
GDF1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v1
GDF1	sub_RefSeq_-20+10_FE_Cardiac_CHD_v2
GDF1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GFI1	combined
GFI1	FE_Breakage_SureSelect_hg19_coverage
GFI1	IBMFS_SURESELECT
GFI1	sub_RefSeq_-20+10_FE_IBMFS
GIPC3	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
GJA1	FE_CHD_SureSelect_hg19_coverage
GJA1	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1
GJA1	sub_RefSeq_-20+10_FE_OP-Clone+Osteosclerosis_v1_covonly
GJB1	IPN_All_ROIs_Regions_forCoverageBed
GJB1	FE_IPN_SureSelect_hg19_coverage
GJB1	IPN_SureSelect_V1_Regions_forCoverageBed
GJB1	IPN-Ext_QXT
GJB1	IPN-Ext_QXT_hg19_coverage
GJB1	IPN-Ext_QXT_hg19_coverage_overlap
GJB1	sub_RefSeq_-20+10_FE_IPNClone+AIFM1_v1
GJB2	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
GJB3	IPN_All_ROIs_Regions_forCoverageBed
GJB3	IPN_SureSelect_V1_Regions_forCoverageBed
GJB3	IPN-Ext_QXT
GJB3	IPN-Ext_QXT_hg19_coverage
GJB3	IPN-Ext_QXT_hg19_coverage_newbits
GJB3	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
GJB3	sub_RefSeq_-20+10_FE_IPN_extended_v1
GJB6	sub_RefSeq_-20+10_FE_adHoc_Ectodermal_dysplasia_Hypodontia_v1
GJB6	sub_RefSeq_-20+10_FE_Deafness_GOS_Cam_clone_v1
GLA	Cardiac_SureSelect_All_Regions_forCoverageBed
GLA	FE_Cardiac_SureSelect_hg19_coverage
GLA	FE_CHD_SureSelect_hg19_coverage
GLA	SRNS_new
GLA	SRNS_V5
GLA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
GLA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1
GLA	sub_RefSeq_-20+10_FE_Cardiac_HCM_v1_FOR_COVERAGE
GLA	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_CHD_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Arrhythmia_Cardiomyopathy_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_LQT_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_PulmHypertension_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy+BAV_v1
GLB1	sub_RefSeq_-20+10_FE_Cardiac_MolecularAutopsy_v1
GLRA1	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
GLRA1	sub_RefSeq_-20+10_FE_Hyperekplexia_v1
GLRB	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
GLRB	sub_RefSeq_-20+10_FE_Hyperekplexia_v1
GMPPB	HTG-20+10_hg19
GNAS	sub_RefSeq_-20+10_FE_adHoc_aortopathy_GNAS_PHF6_HDAC4_IDS_v1
GNAS	sub_RefSeq_-20+10_FE_adHoc_PTH_signalling_v1
GNB4	IPN-Ext_QXT
GNB4	IPN-Ext_QXT_hg19_coverage
GNB4	IPN-Ext_QXT_hg19_coverage_newbits
GNB4	sub_RefSeq_-20+10_FE_IPN_extended_v1
GNRH1	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
GNRHR	sub_RefSeq_-20+10_FE_Hypogonadotrophic_hypogonadism+MID1_v1
GORAB	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v1
GORAB	sub_RefSeq_-20+10_FE_Aortopathy_ConnTissue_v2
GORAB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_Arrhythmia_v1
GORAB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v1
GORAB	sub_RefSeq_-20+10_FE_Cardiac_Cardiomyopathy_ConnTissue_v2
GORAB	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_Microcephaly_v1
GORAB	sub_RefSeq_-20+10_FE_Cardiac_CHD_ConnTissue_Noonan_v1
GORAB	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+DA_v1
GORAB	sub_RefSeq_-20+10_FE_Conntissue_CeGAT+Stickler_v1
GORAB	sub_RefSeq_-20+10_FE_ConnTissue_v1
GPC3	KR_TSC_flank20
GPC3	sub_RefSeq_-20+10_FE_adHoc_CoffinSiris_Overgrowth_v1_ForCovAssessmentONLY
GPC3	sub_RefSeq_-20+10_FE_adHoc_Hyperekplexia_Overgrowth_COL4A1_COL4A2_PHOX2B_v1
GPC3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v1
GPC3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v2
GPC3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v3
GPC3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4
GPC3	sub_RefSeq_-20+10_FE_Aortopathy_Overgrowth_v4_ForCovAssessmentONLY
GPC3	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2
GPC3	sub_RefSeq_-20+10_FE_Overgrowth_Standard_Hemihypertrophy_v2_ForCovAssessmentONLY
GPC3	sub_RefSeq_-20+10_FE_Overgrowth_v1
GPC3	sub_RefSeq_-20+10_FE_Overgrowth_v2
GPC3	sub_RefSeq_-20+10_FE_Overgrowth_v2_ForCovAssessmentONLY
GPD1	HTG_ONLY-20+10_hg19
GPD1L	FE_CHD_SureSelect_hg19_coverage
